candidate_id,rank,predicted_tg_degC,batch_id,pipeline_status,source_state
P-386,407,-127.270936,B042,SUCCESS,TRUSTED_BASELINE
P-150,408,-127.287875,B041,SUCCESS,TRUSTED_BASELINE
P-271,409,-127.387783,B042,SUCCESS,TRUSTED_BASELINE
P-247,410,-127.486852,B042,SUCCESS,TRUSTED_BASELINE
P-084,411,-127.607938,B040,SUCCESS,TRUSTED_BASELINE
P-314,412,-127.969612,B042,SUCCESS,TRUSTED_BASELINE
P-211,413,-128.091014,B042,SUCCESS,TRUSTED_BASELINE
P-091,414,-128.101437,B041,SUCCESS,TRUSTED_BASELINE
P-301,415,-128.178348,B042,SUCCESS,TRUSTED_BASELINE
P-290,416,-128.498436,B042,SUCCESS,TRUSTED_BASELINE
P-209,417,-128.700649,B042,SUCCESS,TRUSTED_BASELINE
P-143,418,-128.787798,B041,SUCCESS,TRUSTED_BASELINE
P-351,419,-129.90665,B042,SUCCESS,TRUSTED_BASELINE
P-040,420,-130.262321,B040,SUCCESS,TRUSTED_BASELINE
